COD,MUNIC
261190,"RIO FORMOSO, PE"
431560,"RIO GRANDE, RS"
315530,"RIO MANSO, MG"
500730,"RIO NEGRO, MS"
315580,"RIO POMBA, MG"
292700,"RIO REAL, BA"
251290,"RIO TINTO, PB"
354420,"RIOLANDIA, SP"
354350,"RIVERSUL, SP"
421520,"ROMELANDIA, SC"
431630,"ROQUE GONZALES, RS"
315645,"ROSARIO DA LIMEIRA, MG"
270780,"ROTEIRO, AL"
521890,"RUBIATABA, GO"
311900,"CORDISLANDIA, MG"
292205,"MULUNGU DO MORRO, BA"
292220,"MUNIZ FERREIRA, BA"
171395,"MURICILANDIA, TO"
314410,"MUZAMBINHO, MG"
314435,"NAQUE, MG"
240810,"NATAL, RN"
314440,"NATERCIA, MG"
353230,"NATIVIDADE DA SERRA, SP"
521440,"NAZARIO, GO"
130300,"NHAMUNDA, AM"
330320,"NILOPOLIS, RJ"
431237,"MONTE ALEGRE DOS CAMPOS, RS"
250933,"MATINHAS, PB"
210660,"MATOES, MA"
330290,"MIGUEL PEREIRA, RJ"
230835,"MILHA, CE"
431225,"MINAS DO LEAO, RS"
352980,"MINEIROS DO TIETE, SP"
411590,"MIRADOR, PR"
260930,"MIRANDIBA, PE"
353040,"MIRASSOLANDIA, SP"
230840,"MISSAO VELHA, CE"
353050,"MOCOCA, SP"
314240,"MOEMA, MG"
150470,"MOJU, PA"
250950,"MONTADAS, PB"
240780,"MONTE ALEGRE, RN"
220660,"MONTE ALEGRE DO PIAUI, PI"
421030,"MAJOR VIEIRA, SC"
521840,"PRESIDENTE KENNEDY (TRANSF. P/TO), GO"
522080,"SITIO NOVO DE GOIAS (TRANSF. P/TO), GO"
522120,"TOCANTINOPOLIS (TRANSF. P/TO), GO"
520255,"AUGUSTINOPOLIS (TRANSF. P/TO), GO"
521488,"NOVA OLINDA (TRANSF. P/TO), GO"
521875,"RIO SONO (TRANSF. P/TO), GO"
432260,"VENANCIO AIRES, RS"
432163,"TRES ARROIOS, RS"
316630,"SERICITA, MG"
421680,"SAO JOSE DO CERRITO, SC"
431670,"SANTA BARBARA DO SUL, RS"
231195,"SALITRE, CE"
521870,"RIANAPOLIS, GO"
421165,"NOVO HORIZONTE, SC"
431265,"NAO-ME-TOQUE, RS"
330205,"ITALVA, RJ"
291075,"FATIMA, BA"
270255,"ESTRELA DE ALAGOAS, AL"
290800,"COARACI, BA"
150200,"CACHOEIRA DO ARARI, PA"
430960,"HORIZONTINA, RS"
430990,"IBIRAIARAS, RS"
431085,"JABOTICABA, RS"
431090,"JACUTINGA, RS"
431275,"NOVA ALVORADA, RS"
431306,"NOVA HARTZ, RS"
431402,"PARAISO DO SUL, RS"
431410,"PASSO FUNDO, RS"
431610,"RONDA ALTA, RS"
431673,"SANTA CECILIA DO SUL, RS"
311120,"CAMPO BELO, MG"
410410,"CAMPO DO TENENTE, PR"
500270,"CAMPO GRANDE, MS"
350960,"CAMPO LIMPO PAULISTA, SP"
510267,"CAMPO VERDE, MT"
510269,"CANABRAVA DO NORTE, MT"
270160,"CANAPI, AL"
290640,"CANDEAL, BA"
110080,"CANDEIAS DO JAMARI, RO"
430435,"CANDIOTA, RS"
430450,"CANGUCU, RS"
230280,"CANINDE, CE"
420380,"CANOINHAS, SC"
330110,"CANTAGALO, RJ"
220230,"CANTO DO BURITI, PI"
150220,"CAPANEMA, PA"
430463,"CAPAO DA CANOA, RS"
280130,"CAPELA, SE"
150230,"CAPITAO POCO, PA"
500240,"CAARAPO, MS"
220205,"CABECEIRAS DO PIAUI, PI"
310950,"CABO VERDE, MG"
430280,"CACAPAVA DO SUL, RS"
520420,"CACHOEIRA DE GOIAS, GO"
150195,"CACHOEIRA DO PIRIA, PA"
210237,"CACHOEIRA GRANDE, MA"
330080,"CACHOEIRAS DE MACACU, RJ"
290500,"CACULE, BA"
290515,"CAETANOS, BA"
354640,"SANTA CRUZ DO RIO PARDO, SP"
354670,"SANTA GERTRUDES, SP"
315770,"SANTA JULIANA, MG"
292810,"SANTA MARIA DA VITORIA, BA"
110026,"RIO CRESPO, RO"
315500,"RIO DOCE, MG"
431570,"RIO PARDO, RS"
241100,"RODOLFO FERNANDES, RN"
315640,"ROMARIA, MG"
354430,"ROSEIRA, SP"
354480,"SALES, SP"
510775,"SALTO DO CEU, MT"
292580,"QUEIMADAS, BA"
231126,"QUITERIANOPOLIS, CE"
315400,"RAUL SOARES, MG"
431545,"RELVADO, RS"
280580,"RIACHAO DO DANTAS, SE"
292650,"RIBEIRA DO AMPARO, BA"
231395,"VARJOTA, CE"
293305,"VARZEA DA ROCA, BA"
293317,"VARZEDO, BA"
261600,"VENTUROSA, PE"
221150,"VERA MENDES, PI"
317110,"VERISSIMO, MG"
317120,"VESPASIANO, MG"
261630,"VICENCIA, PE"
231410,"VICOSA DO CEARA, CE"
421930,"VIDEIRA, SC"
251720,"VIEIROPOLIS, PB"
310320,"ARACAI, MG"
310420,"ARCOS, MG"
355230,"SUD MENNUCCI, SP"
220117,"BARRA D'ALCANTARA, PI"
110033,"NOVA MAMORE, RO"
350080,"ALFREDO MARCONDES, SP"
350130,"ALVARES MACHADO, SP"
350550,"BARRETOS, SP"
350715,"BOM SUCESSO DE ITARARE, SP"
350900,"CAIEIRAS, SP"
350920,"CAJAMAR, SP"
351495,"EMBAUBA, SP"
351518,"ESPIRITO SANTO DO PINHAL, SP"
351530,"ESTRELA DO NORTE, SP"
351760,"GUAPIARA, SP"
351810,"GUARANTA, SP"
351910,"IACANGA, SP"
352270,"ITAPOLIS, SP"
352310,"ITAQUAQUECETUBA, SP"
352330,"ITARIRI, SP"
352640,"LARANJAL PAULISTA, SP"
352880,"MARACAI, SP"
353030,"MIRASSOL, SP"
353080,"MOGI MIRIM, SP"
353200,"MORUNGABA, SP"
353215,"NANTES, SP"
353280,"NOVA ALIANCA, SP"
353320,"NOVA INDEPENDENCIA, SP"
353370,"OCAUCU, SP"
292480,"PIRITIBA, BA"
292640,"RIACHO DE SANTANA, BA"
292665,"RIBEIRAO DO LARGO, BA"
292720,"RUY BARBOSA, BA"
292730,"SALINAS DA MARGARIDA, BA"
292780,"SANTA CRUZ DA VITORIA, BA"
292850,"SANTA TERESINHA, BA"
292940,"SAO MIGUEL DAS MATAS, BA"
292950,"SAO SEBASTIAO DO PASSE, BA"
293130,"TAPIRAMUTA, BA"
293300,"VALENTE, BA"
293345,"WANDERLEY, BA"
310285,"ANGELANDIA, MG"
310410,"ARCEBURGO, MG"
310520,"BANDEIRA, MG"
310550,"BARAO DE MONTE ALTO, MG"
120000,"MUNICIPIO IGNORADO - AC, AC"
130000,"MUNICIPIO IGNORADO - AM, AM"
510130,"ARENAPOLIS, MT"
410185,"ARIRANHA DO IVAI, PR"
230160,"ASSARE, CE"
355650,"VARZEA PAULISTA, SP"
317107,"VEREDINHA, MG"
150800,"TOME-ACU, PA"
432218,"TUPANCI DO SUL, RS"
293260,"URANDI, BA"
355410,"TAUBATE, SP"
280740,"TOBIAS BARRETO, SE"
330560,"SILVA JARDIM, RJ"
211160,"SAO RAIMUNDO DAS MANGABEIRAS, MA"
430468,"CAPELA DE SANTANA, RS"
290685,"CAPELA DO ALTO ALEGRE, BA"
311240,"CAPETINGA, MG"
290687,"CAPIM GROSSO, BA"
311110,"CAMPINA VERDE, MG"
410460,"CAPITAO LEONIDAS MARQUES, PR"
250300,"CAAPORA, PB"
520400,"CABECEIRAS, GO"
260300,"CABROBO, PE"
110060,"CACAULANDIA, RO"
310970,"CACHOEIRA DE MINAS, MG"
430300,"CACHOEIRA DO SUL, RS"
350860,"CACHOEIRA PAULISTA, SP"
320120,"CACHOEIRO DE ITAPEMIRIM, ES"
250355,"CACIMBAS, PB"
290510,"CAEM, BA"
420310,"CAIBI, SC"
290540,"CAIRU, BA"
350925,"CAJATI, SP"
350930,"CAJOBI, SP"
260330,"CALCADO, PE"
220209,"CALDEIRAO GRANDE DO PIAUI, PI"
250390,"CAMALAU, PB"
410360,"CAMBARA, PR"
410370,"CAMBE, PR"
330060,"BOM JESUS DO ITABAPOANA, RJ"
220191,"BOM PRINCIPIO DO PIAUI, PI"
250230,"BOM SUCESSO, PB"
420245,"BOMBINHAS, SC"
354075,"POTIM, SP"
412033,"PRADO FERREIRA, PR"
171840,"PRESIDENTE KENNEDY, TO"
521839,"PROFESSOR JAMIL, GO"
251240,"PUXINANA, PB"
353830,"PIQUEROBI, SP"
315110,"PIRAPETINGA, MG"
315130,"PIRAUBA, MG"
411960,"PITANGA, PR"
210890,"POCAO DE PEDRAS, MA"
354010,"PONGAI, SP"
510670,"PONTE BRANCA, MT"
231100,"PORANGA, CE"
210810,"PAULO RAMOS, MA"
280500,"PEDRA MOLE, SE"
320405,"PEDRO CANARIO, ES"
431440,"PELOTAS, RS"
421280,"BALNEARIO PICARRAS, SC"
251160,"PILOES, PB"
521570,"PALMEIRAS DE GOIAS, GO"
330360,"PARACAMBI, RJ"
421223,"PARAISO, SC"
353580,"PARANAPANEMA, SP"
130340,"PARINTINS, AM"
210790,"PASSAGEM FRANCA, MA"
314795,"PATIS, MG"
261060,"PAUDALHO, PE"
411729,"NOVO ITACOLOMI, PR"
220095,"AROEIRAS DO ITAIM, PI"
431177,"MAQUINE, RS"
521280,"MARA ROSA, GO"
210632,"MARACACUME, MA"
230765,"MARACANAU, CE"
292060,"MARAGOGIPE, BA"
431179,"MARATA, RS"
270460,"MARAVILHA, AL"
250905,"MARCACAO, PB"
292080,"MARCIONILIO SOUZA, BA"
320334,"MARECHAL FLORIANO, ES"
411480,"MARIALVA, PR"
314010,"MARILAC, MG"
314040,"MARMELOPOLIS, MG"
314050,"MARTINHO CAMPOS, MG"
330240,"MACAE, RJ"
521260,"MAIRIPOTABA, GO"
352570,"JOSE BONIFACIO, SP"
411290,"JUNDIAI DO SUL, PR"
411300,"JUSSARA, PR"
171190,"LAGOA DA CONFUSAO, TO"
260870,"LAGOA DOS GATOS, PE"
431140,"LAJEADO, RS"
500470,"IVINHEMA, MS"
352430,"JABOTICABAL, SP"
250730,"JACARAU, PB"
510480,"JACIARA, MT"
313490,"JACUTINGA, MG"
230680,"JAGUARIBARA, CE"
313507,"JAMPRUCA, MG"
313520,"JANUARIA, MG"
110030,"VILHENA, RO"
317170,"VIRGINIA, MG"
355690,"VISTA ALEGRE DO ALTO, SP"
280750,"TOMAR DO GERU, SE"
261540,"TORITAMA, PE"
355465,"TORRE DE PEDRA, SP"
261550,"TRACUNHAEM, PE"
231350,"TRAIRI, CE"
293180,"TREMEDAL, BA"
330600,"TRES RIOS, RJ"
351400,"DOBRADA, SP"
270250,"DOIS RIACHOS, AL"
291010,"DOM BASILIO, BA"
220340,"DOM EXPEDITO LOPES, PI"
291020,"DOM MACEDO COSTA, BA"
150275,"CONCORDIA DO PARA, PA"
250460,"CONDE, PB"
510335,"CONFRESA, MT"
311800,"CONGONHAS, MG"
311840,"CONSELHEIRO PENA, MG"
410620,"CONTENDA, PR"
430585,"COQUEIROS DO SUL, RS"
330150,"CORDEIRO, RJ"
420435,"CORDILHEIRA ALTA, SC"
410640,"CORNELIO PROCOPIO, PR"
210360,"COROATA, MA"
410645,"CORONEL DOMINGOS SOARES, PR"
311980,"CORREGO DANTA, MG"
312000,"CORREGO NOVO, MG"
241230,"SAO JOSE DO CAMPESTRE, RN"
431850,"SAO JOSE DO NORTE, RS"
352150,"IRAPUA, SP"
291440,"IRAQUARA, BA"
411070,"IRATI, PR"
420785,"IRATI, SC"
411080,"IRETAMA, PR"
320265,"IRUPI, ES"
280300,"ITABAIANINHA, SE"
291470,"ITABERABA, BA"
313170,"ITABIRA, MG"
330190,"ITABORAI, RJ"
351790,"GUARACI, SP"
312825,"GUARACIAMA, MG"
291180,"GUARATINGA, BA"
351860,"GUARIBA, SP"
420665,"GUATAMBU, SC"
500410,"GUIA LOPES DA LAGUNA, MS"
510420,"GUIRATINGA, MT"
250650,"GURJAO, PB"
351890,"GUZOLANDIA, SP"
312920,"HELIODORA, MG"
420670,"HERVAL D'OESTE, SC"
351905,"HOLAMBRA, SP"
351907,"HORTOLANDIA, SP"
520990,"IACIARA, GO"
312950,"IBIA, MG"
420675,"IBIAM, SC"
420680,"IBICARE, SC"
230533,"IBICUITINGA, CE"
311115,"CAMPO AZUL, MG"
220217,"CAMPO LARGO DO PIAUI, PI"
510268,"CAMPOS DE JULIO, MT"
311190,"CANA VERDE, MG"
290620,"CANARANA, BA"
290660,"CANDIBA, BA"
140017,"CANTA, RR"
410450,"CAPANEMA, PR"
311220,"CAPELA NOVA, MG"
311250,"CAPIM BRANCO, MG"
290480,"CAATIBA, BA"
260290,"CABO DE SANTO AGOSTINHO, PE"
310960,"CACHOEIRA DA PRATA, MG"
410345,"CAFELANDIA, PR"
220207,"CAJAZEIRAS DO PIAUI, PI"
311050,"CAMANDUCAIA, MG"
410380,"CAMBIRA, PR"
270135,"CAMPESTRE, AL"
350710,"BOM JESUS DOS PERDOES, SP"
521930,"SANTA HELENA DE GOIAS, GO"
521935,"SANTA ISABEL, GO"
130360,"SANTA ISABEL DO RIO NEGRO, AM"
251340,"SANTA LUZIA, PB"
150655,"SANTA LUZIA DO PARA, PA"
431690,"SANTA MARIA, RS"
315800,"SANTA MARIA DE ITABIRA, MG"
315820,"SANTA MARIA DO SUACUI, MG"
315490,"RIO CASCA, MG"
330440,"RIO CLARO, RJ"
350420,"AURIFLAMA, SP"
210135,"BACURITUBA, MA"
350470,"BALBINOS, SP"
420208,"BANDEIRANTE, SC"
350510,"BARBOSA, SP"
210160,"BARRA DO CORDA, MA"
290310,"BARRA DO ROCHA, BA"
520320,"BARRO ALTO, GO"
320010,"AFONSO CLAUDIO, ES"
150034,"AGUA AZUL DO NORTE, PA"
430020,"AJURICABA, RS"
150040,"ALENQUER, PA"
310170,"ALMENARA, MG"
140005,"ALTO ALEGRE, RR"
410070,"ALTO PIQUIRI, PR"
310220,"ALVARENGA, MG"
350150,"ALVINLANDIA, SP"
500060,"AMAMBAI, MS"
290100,"AMARGOSA, BA"
350180,"AMERICO DE CAMPOS, SP"
150070,"ANAJAS, PA"
500080,"ANAURILANDIA, MS"
240080,"ANGICOS, RN"
420100,"ANITA GARIBALDI, SC"
320410,"PINHEIROS, ES"
315057,"PINTOPOLIS, MG"
521710,"PIRACANJUBA, GO"
315070,"PIRAJUBA, MG"
315090,"PIRANGUCU, MG"
290780,"CICERO DANTAS, BA"
210325,"CIDELANDIA, MA"
290790,"CIPO, BA"
110006,"COLORADO DO OESTE, RO"
510330,"COMODORO, MT"
311520,"CONCEICAO DA BARRA DE MINAS, MG"
250937,"MATO GROSSO, PB"
314110,"MATOZINHOS, MG"
250939,"MATUREIA, PB"
130290,"MAUES, AM"
230810,"MAURITI, CE"
411585,"MERCEDES, PR"
230820,"MERUOCA, CE"
270520,"MESSIAS, AL"
352970,"MIGUELOPOLIS, SP"
210667,"MILAGRES DO MARANHAO, MA"
521308,"MINACU, GO"
521310,"MINEIROS, GO"
314200,"MIRABELA, MG"
314210,"MIRADOURO, MG"
210675,"MIRANDA DO NORTE, MA"
220650,"MONSENHOR HIPOLITO, PI"
314270,"MONTALVANIA, MG"
280420,"MONTE ALEGRE DE SERGIPE, SE"
240725,"MAJOR SALES, RN"
411400,"MAMBORE, PR"
130255,"MANAQUIRI, AM"
411420,"MANDAGUARI, PR"
411435,"MANFRINOPOLIS, PR"
210047,"ALTO ALEGRE DO PINDARE, MA"
210090,"ARAIOSES, MA"
210095,"ARAME, MA"
210410,"FORTALEZA DOS NOGUEIRAS, MA"
210535,"ITAIPAVA DO GRAJAU, MA"
210637,"MARANHAOZINHO, MA"
210770,"PARAIBANO, MA"
210845,"PERITORO, MA"
211000,"SANTA LUZIA, MA"
211003,"SANTA LUZIA DO PARUA, MA"
211027,"SANTO AMARO DO MARANHAO, MA"
211120,"SAO JOSE DE RIBAMAR, MA"
211157,"SAO PEDRO DOS CRENTES, MA"
211170,"SAO VICENTE FERRER, MA"
211190,"SUCUPIRA DO NORTE, MA"
220027,"ALEGRETE DO PIAUI, PI"
220177,"BOA HORA, PI"
220240,"CAPITAO DE CAMPOS, PI"
220277,"COLONIA DO PIAUI, PI"
220327,"CURRAL NOVO DO PIAUI, PI"
220330,"DEMERVAL LOBAO, PI"
220440,"GILBUES, PI"
140000,"MUNICIPIO IGNORADO - RR, RR"
150000,"MUNICIPIO IGNORADO - PA, PA"
160000,"MUNICIPIO IGNORADO - AP, AP"
170000,"MUNICIPIO IGNORADO - TO, TO"
210000,"MUNICIPIO IGNORADO - MA, MA"
220000,"MUNICIPIO IGNORADO - PI, PI"
230000,"MUNICIPIO IGNORADO - CE, CE"
250000,"MUNICIPIO IGNORADO - PB, PB"
260000,"MUNICIPIO IGNORADO - PE, PE"
290000,"MUNICIPIO IGNORADO - BA, BA"
410000,"MUNICIPIO IGNORADO - PR, PR"
420253,"BOM JESUS, SC"
310480,"AUGUSTO DE LIMA, MG"
420190,"AURORA, SC"
350430,"AVAI, SP"
170290,"AXIXA DO TOCANTINS, TO"
310490,"BAEPENDI, MG"
290250,"BAIANOPOLIS, BA"
220115,"BAIXA GRANDE DO RIBEIRO, PI"
310500,"BALDIM, MG"
410230,"BALSA NOVA, PR"
350490,"BANANAL, SP"
500150,"BANDEIRANTES, MS"
430165,"BARAO, RS"
240145,"BARAUNA, RN"
130040,"BARCELOS, AM"
250157,"BARRA DE SANTANA, PB"
270060,"BARRA DE SAO MIGUEL, AL"
510180,"BARRA DO GARCAS, MT"
290300,"BARRA DO MENDES, BA"
430187,"BARRA DO QUARAI, RS"
430195,"BARRA FUNDA, RS"
430180,"BARRACAO, RS"
260140,"BARREIROS, PE"
421160,"NOVA VENEZA, SC"
171515,"NOVO ALEGRE, TO"
421105,"MONTE CARLO, SC"
353160,"MONTE CASTELO, SP"
421110,"MONTE CASTELO, SC"
171360,"MONTE DO CARMO, TO"
351750,"GUAPIACU, SP"
312700,"FRONTEIRA, MG"
430940,"GUAPORE, RS"
312530,"FARIA LEMOS, MG"
260540,"FEIRA NOVA, PE"
312560,"FELISBURGO, MG"
270270,"FELIZ DESERTO, AL"
210408,"FERNANDO FALCAO, MA"
351565,"FERNAO, SP"
312590,"FERROS, MG"
170765,"FIGUEIROPOLIS, TO"
291090,"FIRMINO ALVES, BA"
420535,"FLOR DO SERTAO, SC"
240380,"FLORANIA, RN"
430820,"FLORES DA CUNHA, RS"
410810,"FLORIDA, PR"
420120,"ANTONIO CARLOS, SC"
290190,"APORA, BA"
290210,"ARACI, BA"
170130,"ARAGOMINAS, TO"
420130,"ARAQUARI, SC"
250120,"AREIAL, PB"
310445,"ARICANDUVA, MG"
430110,"ARROIO DOS RATOS, RS"
410210,"ASTORGA, PR"
355660,"VERA CRUZ, SP"
412865,"VIRMOND, PR"
355475,"TRABIJU, SP"
211245,"TURILANDIA, MA"
316790,"TABULEIRO, MG"
310820,"BONFINOPOLIS DE MINAS, MG"
250240,"BONITO DE SANTA FE, PB"
220194,"BOQUEIRAO DO PIAUI, PI"
350720,"BORA, SP"
250790,"JURIPIRANGA, PB"
313690,"JURUAIA, MG"
291850,"JUSSARA, BA"
291860,"JUSSIAPE, BA"
411310,"KALORE, PR"
313700,"LADAINHA, MG"
210594,"LAGO DOS RODRIGUES, MA"
210592,"LAGOA DO MATO, MA"
171195,"LAGOA DO TOCANTINS, TO"
313753,"LAGOA GRANDE, MG"
150370,"ITUPIRANGA, PA"
352410,"ITUVERAVA, SP"
411140,"IVAI, PR"
411160,"IVATUBA, PR"
260790,"JABOATAO DOS GUARARAPES, PE"
411180,"JACAREZINHO, PR"
313470,"JACINTO, MG"
270350,"JACUIPE, AL"
291770,"JAGUARARI, BA"
411200,"JAGUARIAIVA, PR"
291780,"JAGUARIPE, BA"
220520,"JAICOS, PI"
313510,"JANAUBA, MG"
352500,"JANDIRA, SP"
411220,"JANIOPOLIS, PR"
430730,"ERVAL SECO, RS"
250600,"ESPERANCA, PB"
410754,"ESPIGAO ALTO DO IGUACU, PR"
430755,"ESTACAO, RS"
430783,"EUGENIO DE CASTRO, RS"
312510,"EXTREMA, MG"
260530,"EXU, PE"
520753,"FAINA, GO"
410657,"CRUZEIRO DO IGUACU, PR"
410670,"CRUZEIRO DO SUL, PR"
410685,"CRUZMALTINA, PR"
250523,"CUITE DE MAMANGUAPE, PB"
410690,"CURITIBA, PR"
150280,"CURRALINHO, PA"
250535,"DAMIAO, PB"
520690,"DAVINOPOLIS, GO"
510345,"DENISE, MT"
430632,"DERRUBADAS, RS"
250540,"DESTERRO, PB"
430635,"DEZESSEIS DE NOVEMBRO, RS"
410712,"DIAMANTE DO SUL, PR"
354580,"SANTA BARBARA D'OESTE, SP"
315730,"SANTA BARBARA DO TUGURIO, MG"
292760,"SANTA BRIGIDA, BA"
412320,"SANTA CECILIA DO PAVAO, PR"
150640,"SANTA CRUZ DO ARARI, PA"
210980,"SANTA HELENA, MA"
292790,"SANTA INES, BA"
412360,"SANTA INES, PR"
240710,"MACAIBA, RN"
431171,"MACAMBARA, RS"
291980,"MACAUBAS, BA"
330245,"MACUCO, RJ"
291992,"MADRE DE DEUS, BA"
316100,"SAO DOMINGOS DO PRATA, MG"
510785,"SAO FELIX DO ARAGUAIA, MT"
241180,"SAO FERNANDO, RN"
280690,"SAO FRANCISCO, SE"
316120,"SAO FRANCISCO DE PAULA, MG"
110149,"SAO FRANCISCO DO GUAPORE, RO"
412395,"SANTA MONICA, PR"
315960,"SANTA RITA DO SAPUCAI, MG"
521950,"SANTA ROSA DE GOIAS, GO"
431725,"SANTA TEREZA, RS"
510777,"SANTA TEREZINHA, MT"
412405,"SANTA TEREZINHA DE ITAIPU, PR"
292800,"SANTALUZ, BA"
431700,"SANTANA DA BOA VISTA, RS"
211023,"SANTANA DO MARANHAO, MA"
315900,"SANTANA DO RIACHO, MG"
315910,"SANTANA DOS MONTES, MG"
280660,"SANTO AMARO DAS BROTAS, SE"
354780,"SANTO ANDRE, SP"
521971,"SANTO ANTONIO DA BARRA, GO"
292870,"SANTO ANTONIO DE JESUS, BA"
354805,"SANTO ANTONIO DO ARACANGUA, SP"
354570,"SANTA ALBERTINA, SP"
412665,"SULINA, PR"
412590,"SAO PEDRO DO PARANA, PR"
172030,"SAO SEBASTIAO DO TOCANTINS, TO"
510787,"SAPEZAL, MT"
316550,"SARDOA, MG"
522045,"SENADOR CANEDO, GO"
261350,"SAO JOSE DO BELMONTE, PE"
431848,"SAO JOSE DO HORTENCIO, RS"
354990,"SAO JOSE DOS CAMPOS, SP"
270850,"SAO LUIS DO QUITUNDE, AL"
421710,"SAO MARTINHO, SC"
412560,"SAO MATEUS DO SUL, PR"
270860,"SAO MIGUEL DOS CAMPOS, AL"
241270,"SAO PEDRO, RN"
421620,"SAO FRANCISCO DO SUL, SC"
316165,"SAO GERALDO DO BAIXIO, MG"
316180,"SAO GONCALO DO PARA, MG"
431840,"SAO JERONIMO, RS"
520550,"COLINAS DE GOIAS (TRANSF. P/TO), GO"
521670,"COLMEIA (TRANSF. P/TO), GO"
520560,"CONCEICAO DO NORTE (TRANSF. P/TO), GO"
520600,"COUTO DE MAGALHAES (TRANSF. P/TO), GO"
520610,"CRISTALANDIA (TRANSF. P/TO), GO"
520700,"DIANOPOLIS (TRANSF. P/TO), GO"
520720,"DOIS IRMAOS (TRANSF. P/TO), GO"
520730,"DUERE (TRANSF. P/TO), GO"
520770,"FILADELFIA (TRANSF. P/TO), GO"
520820,"FORMOSO DO ARAGUAIA (TRANSF. P/TO), GO"
520900,"GOIATINS (TRANSF. P/TO), GO"
520930,"GUARAI (TRANSF. P/TO), GO"
521050,"ITACAJA (TRANSF. P/TO), GO"
313600,"JOAIMA, MG"
240580,"JOAO CAMARA, RN"
291530,"ITAGIMIRIM, BA"
313220,"ITAGUARA, MG"
260750,"ITAIBA, PE"
420810,"ITAIOPOLIS, SC"
521080,"ITAJA, GO"
291540,"ITAJU DO COLONIA, BA"
291560,"ITAMARAJU, BA"
291570,"ITAMARI, BA"
411100,"ITAMBARACA, PR"
291580,"ITAMBE, BA"
291590,"ITANAGRA, BA"
313310,"ITANHANDU, MG"
313330,"ITAOBIM, MG"
291620,"ITAPE, BA"
411120,"ITAPEJARA D'OESTE, PR"
260770,"ITAPETIM, PE"
352240,"ITAPEVA, SP"
291660,"ITAPITANGA, BA"
420845,"ITAPOA, SC"
171110,"ITAPORA DO TOCANTINS, TO"
316800,"TAIOBEIRAS, MG"
172097,"TALISMA, TO"
355330,"TAMBAU, SP"
316805,"TAPARUBA, MG"
412680,"TAPEJARA, PR"
432110,"TAPES, RS"
432120,"TAQUARA, RS"
355370,"TAQUARITINGA, SP"
521640,"PARAUNA, GO"
240890,"PARELHAS, RN"
220760,"PARNAGUA, PI"
314760,"PASSA QUATRO, MG"
251070,"PASSAGEM, PB"
421225,"PASSO DE TORRES, SC"
314790,"PASSOS, MG"
210800,"PASTOS BONS, MA"
411845,"PATO BRAGADO, PR"
251080,"PATOS, PB"
314820,"PATROCINIO DO MURIAE, MG"
240930,"PATU, RN"
171630,"PAU D'ARCO, TO"
314830,"PAULA CANDIDO, MG"
353640,"PAULICEIA, SP"
431349,"NOVO BARREIRO, RS"
410395,"CAMPINA DO SIMAO, PR"
310770,"BOM JESUS DO AMPARO, MG"
170330,"BOM JESUS DO TOCANTINS, TO"
210207,"BOM LUGAR, MA"
420260,"BOM RETIRO, SC"
410320,"BOM SUCESSO, PR"
220192,"BONFIM DO PIAUI, PI"
430245,"BOQUEIRAO DO LEAO, RS"
290410,"BOQUIRA, BA"
350730,"BORACEIA, SP"
250270,"BORBOREMA, PB"
310850,"BOTUMIRIM, MG"
420285,"BRACO DO TROMBUDO, SC"
410865,"GOIOXIM, PR"
312760,"GOUVEIA, MG"
210450,"GOVERNADOR ARCHER, MA"
210455,"GOVERNADOR EDISON LOBAO, MA"
351730,"GUAIMBE, SP"
130165,"GUAJARA, AM"
312810,"GUAPE, MG"
410910,"GUAPOREMA, PR"
230430,"FARIAS BRITO, CE"
410755,"FAROL, PR"
220375,"FARTURA DO PIAUI, PI"
170755,"FATIMA, TO"
430805,"FAXINALZINHO, RS"
291080,"FEIRA DE SANTANA, BA"
312570,"FELIXLANDIA, MG"
410773,"FERNANDES PINHEIRO, PR"
351570,"FERRAZ DE VASCONCELOS, SP"
520780,"FIRMINOPOLIS, GO"
520790,"FLORES DE GOIAS, GO"
291100,"FLORESTA AZUL, BA"
220385,"FLORESTA DO PIAUI, PI"
220390,"FLORIANO, PI"
351600,"FLORIDA PAULISTA, SP"
312610,"FORMIGA, MG"
312620,"FORMOSO, MG"
170825,"FORTALEZA DO TABOCAO, TO"
410830,"FOZ DO IGUACU, PR"
220400,"FRANCINOPOLIS, PI"
312660,"FRANCISCO DUMONT, MG"
290530,"CAFARNAUM, BA"
350890,"CAIABU, SP"
430340,"CAICARA, RS"
240190,"CAICARA DO RIO DO VENTO, RN"
350910,"CAIUA, SP"
210240,"CAJAPIO, MA"
210250,"CAJARI, MA"
250370,"CAJAZEIRAS, PB"
280530,"PIRAMBU, SE"
315120,"PIRAPORA, MG"
171720,"PIRAQUE, TO"
521730,"PIRENOPOLIS, GO"
231095,"PIRES FERREIRA, CE"
315150,"PIUMHI, MG"
431470,"PLANALTO, RS"
510645,"PLANALTO DA SERRA, MT"
251203,"POCO DANTAS, PB"
315170,"POCO FUNDO, MG"
421320,"POMERODE, SC"
354020,"PONTAL, SP"
171790,"PONTE ALTA DO TOCANTINS, TO"
431478,"PONTE PRETA, RS"
354030,"PONTES GESTAL, SP"
315213,"PONTO CHIQUE, MG"
292525,"PONTO NOVO, BA"
412000,"PORECATU, PR"
220780,"PAULISTANA, PI"
353660,"PAULO DE FARIA, SP"
220785,"PAVUSSU, PI"
