CNES,NOMEFANT
2733552,HOSPITAL OSVALDO CRUZ LTDA
2733560,HOSPITAL PUBLICO MUNICIPAL SANTA ROSA DE LIMA
2733579,HOSPITAL REGIONAL CRISTO REI
2733595,HOSPITAL RURAL JOAO XXIII
2733609,HOSPITAL SANTA MARIA DE GOIOERE
2733617,HOSPITAL E MATERNIDADE SANTA TEREZINHA
2733625,HOSPITAL SAO JOSE
2733633,HOSPITAL E MATERNIDADE SANTA CASA DE UBIRATA ASCAU
2733641,HOSPITAL DAS CLINICAS DE UBIRATA
2733676,HOSPITAL SAO PAULO
2733684,HOSPITAL SAO PEDRO
2734885,POLICLINICA SAO CARLOS
2735962,SANTA CASA DE ENGENHEIRO BELTRAO
2735970,SANTA CASA DE MISERICORDIA DE GOIOERE
2735989,FUNDHOSPAR FUNDACAO HOSPITALAR DO PARANA
2737396,CEDIP CENTRO ESPECIALIZADO EM DOENCAS INFECTO PARASITARIAS
2737434,CEONC
2737531,HOSPITAL MUNICIPAL DE CRUZEIRO DO OESTE
2738090,HOSPITAL DE OLHOS DE CASCAVEL
2738120,PRO VITTA ASSOCIACAO BENEF DE ASSIST SOCIAL E SAUDE
2738147,HOSPITAL MARIOPOLIS LTDA
2738163,HOSPITAL MUNICIPAL CRISTO REI
2738171,HOSPITAL E MATERNIDADE MUNICIPAL CYRO SILVEIRA
2738198,HOSPITAL MUNICIPAL RAUL SERGIO BITENCOURT
2738201,HOSPITAL MUNICIPAL TRES BARRAS
2738228,HOSPITAL NOVA OLIMPIA
2738236,HOSPITAL REGIONAL DE DOURADINA
2738252,HOSPITAL DO CORACAO
2738260,HOSPITAL SANTA CATARINA
2738279,HOSPITAL SANTA SIMONE
2738287,INSTITUTO SANTA PELIZZARI
2738295,HOSPITAL E MATERNIDADE SAO JUDAS TADEU
2738309,HOSPITAL DE ENSINO SAO LUCAS
2738317,HOSPITAL SAO LUIZ
2738333,HOSPITAL SAO PAULO
2738368,HOSPITAL UNIVERSITARIO DO OESTE DO PARANA
2738384,INSTITUTO DA VISAO
2738899,HOSPITAL POLICLINICA CASCAVEL
2740176,SERVICO HOSPITALAR DE SAUDE
2740338,HOSPITAL DO CANCER DE CASCAVEL UOPECCAN
2740435,IDF
2740540,CLINICA SAO FRANCISCO DE ASSIS
2740567,HOSPITAL LUIZA BORBA CARNEIRO
2740575,HOSPITAL MENINO JESUS
2740583,HOSPITAL SAO FRANCISCO
2741873,INSTITUTO SAO JOSE
2741962,HOSPITAL BOM PASTOR
2741970,HOSPITAL MUNICIPAL SEVERINO DA ROSA
2741989,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO
2741997,HOSPITAL DE MATERNIDADE MAE DE DEUS
2742012,HOSPITAL SAGRADO CORACAO DE JESUS
2742020,INSTITUTO SAUDE SANTA CLARA
2742039,HOSPITAL SANTA CRUZ
2742047,INSTITUTO VIRMOND
2742055,HOSPITAL SANTO ANTONIO DE CANTAGALO
2742071,CENTRO MEDICO HOSPITALAR SAO LUCAS
2742098,HOSPITAL SAO VICENTE DE PAULO
2743388,HOSPITAL IRMANDADE DA SANTA CASA
2743469,HOSPITAL SANTA RITA
2743477,HOSPITAL MUNICIPAL DE MARINGA THELMA VILLANOVA KASPROWICZ
2743590,CENTRO MATERNO INFANTIL REGINA PACIS
2743612,HOSPITAL MUNICIPAL DE URUPA JORGE CARDOSO DE SA
2744384,UNIDADE MISTA SAO FRANCISCO DO GUAPORE
2744392,HOSPITAL MUNICIPAL FIORINDO VICENSI
2744406,HOSPITAL DE PEQUENO PORTE DANIEL HERINGER
2744414,HOSPITAL DE PEQUENO PORTE DE VALE DO ANARI
2744422,HOSPITAL DE PEQUENO PORTE IZABEL BATISTA DE OLIVEIRA
2744937,HOSPITAL INFANTIL PEQUENO ANJO
2745259,HOSPITAL SAO PEDRO DE ALCANTARA
2745356,CLINICA ANDRE LUIZ
2745402,SANTA CASA DE MISERICORDIA DE FLORIDA PAULISTA
2745798,HOSPITAL BENEFICENTE SANTO ANTONIO ORLANDIA
2745801,HOSPITAL SAO MARCOS MORRO AGUDO
2746220,COMPLEXO HOSPITALAR JUQUERY FRANCO DA ROCHA
2746298,SANTA CASA DE SANTA ROSA DE VITERBO
2747022,CASA DE SAUDE SANTA EMILIA DOURADO
2747685,SANTA CASA DE MISERICORDIA NOVA EUROPA
2747693,SANTA CASA DE MISERICORDIA RIBEIRAO BONITO
2747871,HOSPITAL MUNICIPAL GOV MARIO COVAS JR
2748010,SANTA CASA DE PARAIBUNA
2748029,SANTA CASA DE SAO JOSE CAMPOS
2748223,HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE BOTUCATU
2748231,HOSPITAL REGIONAL DE BOTUCATU
2748320,HOSPITAL MUNICIPAL JORGE CURY DE SANTA MARIA DA SERRA
2748436,HOSP MAT BENEF DE CHARQUEADA
2748568,SANTA CASA DE MISERICORDIA DE CAPIVARI
2749033,CENTRO DE REABILITACAO DE CASA BRANCA
2749149,SANTA CASA DE MISERICORDIA DE TAMBAU
2749319,HOSPITAL MUNICIPAL UNIVERSITARIO DE TAUBATE
2750511,HOSPITAL ESTADUAL DR ODILO ANTUNES DE SIQUEIRA P PRUDENTE
2750538,HOSPITAL MUNICIPAL DE IEPE
2750546,HOSPITAL ESTADUAL PORTO PRIMAVERA ROSANA
2750554,HOSPITAL STA MARIA DE PIRAPOZINHO
2750988,SANTA CASA DE DRACENA
2751003,SANTA CASA DE JUNQUEIROPOLIS
2751011,SANTA CASA MISERICORDIA PADRE JOAO SCHNEIDER MARTINOPOLIS
2751038,SANTA CASA DE PRESIDENTE EPITACIO
2751046,SANTA CASA DE SANTO ANASTACIO
2751569,SANTA CASA DE MISERICORDIA DE CERQUILHO
2751623,HOSPITAL FRANCISCO ROSAS
2751674,HOSPITAL E MATERNIDADE NOSSA SENHORA DAS GRACAS
2751704,SANTA CASA DE MISERICORDIA DE ITUVERAVA
2751747,SANTA CASA DE MAUA
2751852,HOSPITAL DIA VILA PRUDENTE
2751860,HOSPITAL DIA DR FLAVIO GIANNOTTI
2751925,HOSPITAL DIA CIDADE ADEMAR
2751933,HOSPITAL DIA PENHA
2751976,HOSPITAL DIA SAO MIGUEL DR TITO LOPES DA SILVA
2752077,HOSP DO SERV PUB MUNICIPAL HSPM
2752557,SANTA CASA DE COXIM
2752603,HOSPITAL EVANGELICO DE MATO GROSSO
2752611,HOSPITAL GERAL E MATERNIDADE ARAPUTANGA
2752638,HOSPITAL PRONTO ATENDIMENTO MUNICIPAL LUCIANA MARTINS AMORIM
2752646,HOSPITAL MUNICIPAL GUSTAV ADOLF ISERNHAGEN
2752654,HOSPITAL VALE DO GUAPORE
2752700,SANTA CASA DE MISERICORDIA DO PARA
2752743,FGH
2752778,CLINICA PSIQUIATRICA SANTO ANTONIO
2752808,HOSPITAL EVANGELICO DE PERNAMBUCO
2752816,FIRMANDO PASSOS
2752840,ALCLIN PITUBA
2753278,HOSPITAL E MATERNIDADE MUNICIPAL DE SAO JOSE DOS PINHAIS
2753286,HOSPITAL SAO VICENTE DE PAULO
2753294,ISEP HOSPITAL HIPOLITO E AMELIA ALVES DE ARAUJO
2753332,HOSPITAL MATERNIDADE ALTO MARACANA
2753545,CASA DE SAUDE E MATERNIDADE SANTA CATARINA
2753685,CLINICA DE OLHOS PARANAVAI LTDA
2753766,HOSPITAL DE CLINICAS SANTA TEREZA
2753774,HOSPITAL E MATERNIDADE MUNICIPAL SEITUGU HIRATA
2753782,HOSPITAL E MATERNIDADE N SRA DAS GRACAS
2753804,HOSPITAL MUNICIPAL CRISTO REDENTOR
2753812,HOSPITAL MUNICIPAL CRUZEIRO DO SUL
2753820,HOSPITAL MUNICIPAL DE AMAPORA
2753839,HOSPITAL MUNICIPAL EMILIO CESTARO
2753847,HOSPITAL MUNICIPAL DE ITAUNA DO SUL
2753855,HOSPITAL MUNICIPAL DE PARANAPOEMA
2753863,HOSPITAL MUNICIPAL DE SANTO ANTONIO DO CAIUA
2753871,HOSPITAL MUNICIPAL EMILIA FRANCISCA DE SOUZA
2753898,HOSPITAL MUNICIPAL ESPIRITO SANTO
2753901,HOSPITAL MUNICIPAL JOAO ALEXANDRE
2753928,HOSPITAL MUNICIPAL LEONOR CALEGARI BOVIS
2753936,HOSPITAL MUNICIPAL N SRA APARECIDA
2753944,HOSPITAL MUNICIPAL N SRA DAS GRACAS SC LTDA
2753952,HOSPITAL MUNICIPAL N SRA DOS NAVEGANTES
2753960,HOSPITAL MUNICIPAL SETEMBRINO ZAGO
2753979,HOSPITAL PARAISO
2753987,HOSPITAL PSIQUIATRICO NOSSO LAR
2753995,HOSPITAL SANTA TEREZINHA
2754738,SANTA CASA DE PARANAVAI
2754843,HOSPITAL SANTO AMARO
2754908,AMBULATORIO DE SAUDE MENTAL E HOSP DIA NICANOR P DE GODOY
2755092,SANTA CASA DE PINDAMONHANGABA
2755130,HOSPITAL DOMINGOS LEONARDO CERAVOLO PRESIDENTE PRUDENTE
2755149,HOSPITAL REGIONAL DE PARAISO DR ALFREDO O BARROS
2755157,HOSPITAL E MATERNIDADE D REGINA S CAMPOS DE PALMAS
2755165,HOSPITAL DOM ORIONE DE ARAGUAINA
2755173,HOSPITAL MUNICIPAL SAO JOAO BATISTA TAGUATINGA
2755246,HOSPITAL OSWALDO CRUZ
2755289,UNIDADE DE PRONTO ATENDIMENTO NORTE
2755483,CLINICA DOM RODRIGO LTDA
2755823,SANATORIO CLIFFORD
2756676,HOSPITAL SAO CAMILO
2756749,HOSPITAL MUNICIPAL SAO JUDAS TADEU
2756951,HOSPITAL NOSSA SENHORA AUXILIADORA
2757214,HOSPITAL DR AFONSO RODRIGUES
2757311,CLINICA SANTA HELENA
2757648,FUNDACAO MEDICA HOSPITALAR DE SOLEDADE
2757664,HOSPITAL DISTRITAL DE TAPEROA
2757672,HOSPITAL GERAL ANA VIRGINIA
2757699,HOSPITAL GERAL MUNICIPAL ANA MARIA COUTINHO RAMALHO
2757702,HOSPITAL MUNICIPAL JOSE GOMES DE ANDRADE
2757710,HOSPITAL REGIONAL DE PICUI
2757729,HOSPITAL E MATERNIDADE SEVERINO VIRIATO
2757737,JOAO BATISTA DE CARVALHO
2758040,UNIDADE MISTA DE SAUDE DE PEDRA LAVRADA
2758083,HOSPITAL DO CORACAO DE LONDRINA
2758091,SESDEC HOSPITAL ESTADUAL PEDRO II
2758121,ISEV UNIDADE RIO MAINA
2758164,HOSPITAL SAO JOSE
2758245,SANTA CASA DE LINS
2760436,INSTITUTO SAO VICENTE DE PAULO
2760649,HOSPITAL SAO MANOEL
2760657,HOSPITAL SAO SEBASTIAO
2760673,HOSPITAL SAO VICENTE DE PAULO
2760681,HOSPITAL SAO VICENTE DE PAULO
2760703,HOSPITAL SAO VICENTE DE PAULO DE UBA
2760711,HOSPITAL SAO VICENTE DE PAULO MUTUM
2760738,INSTITUTO SAUDE BRASIL
2760819,HOSPITAL SANTA RITA DE CASSIA
2760827,HOSPITAL SAO FRANCISCO DE ASSIS
2760835,HOSPITAL SAO GERALDO
2760843,HOSPITAL SAO JOAO BATISTA
2760851,HOSPITAL SAO JOAO DE DEUS
2760886,HOSPITAL SAO JOSE DE BICAS
2760908,HOSPITAL ITAU
2760916,HOSPITAL JOAO PAULO II
2760924,HOSPITAL MUNICIPAL DR JOAQUIM BROCHADO
2760932,HOSPITAL MUNICIPAL ANTONIO REIS
2760940,HOSPITAL MUNICIPAL DE FRANCISCO SA
2760959,HOSPITAL MUNICIPAL DE POCRANE
2760967,HOSPITAL MUNICIPAL DE PRATAPOLIS
2760975,HOSPITAL MUNICIPAL NOSSA SENHORA DO PATROCINIO
2760983,HOSPITAL NOSSA SENHORA DA ABADIA
2760991,HOSPITAL NOSSA SENHORA DA CONCEICAO
2761009,HOSPITAL NOSSA SENHORA DA PIEDADE
2761017,HOSPITAL NOSSA SENHORA DO CARMO
2761033,HOSPITAL OTTO KRAKAUER
2761041,HOSPITAL REGIONAL DO SUL DE MINAS
2761092,HOSPITAL BOM PASTOR
2761106,HOSPITAL CONEGO MONTE RASO
2761114,SANTA CASA DE ALPINOPOLIS
2761130,HOSPITAL DE ALAGOA
2761149,HOSPITAL DE CARMO DE MINAS
2761157,HOSPITAL DE CARVALHOS
2761165,HOSPITAL DE CRISTINA
2761173,HOSPITAL DE ILICINEA
2761181,HOSPITAL DE MONSENHOR PAULO
2761203,HOSPITAL DE NOSSA SENHORA DA SAUDE
2761238,HOSPITAL DIVINENSE
2761254,HOSPITAL DR CANDIDO JUNQUEIRA
2761262,HOSPITAL DR OTAVIO GONCALVES
2761270,AHSVPI
2761319,HOSPITAL HUMANITAS UNIMED
2761459,HOSPITAL DR JOSE CARVALHO DE FARIA
2761467,HOSPITAL ANTONIO ALVES DA COSTA
2762528,HOSPITAL MUNICIPAL DE TROMBAS
2762536,HOSPITAL OTACILIO JOSE REZENDE PORTELANDIA
2762544,HOSPITAL MUNICIPAL DE ALEXANIA
2764032,CENTRO MEDICO JANAUBA
2764776,CASA DE CARIDADE DE CARANGOLA
2764784,CASA DE CARIDADE DE ITAMONTE
2764792,CASA DE CARIDADE DE ITANHANDU
2764806,CASA DE CARIDADE DE PASSA QUATRO
2764814,CASA DE CARIDADE DE SAO LOURENCO
2764822,CASA DE CARIDADE SANTO ANTONIO
2764830,HOSPITAL CASA DE CARIDADE SAO VICENTE DE PAULA
2764857,HOSPITAL SANTA MARTA
2764865,HOSPITAL SAO JANUARIO
2764873,CASA DE SAUDE SAO LUCAS
2765098,ASSOCIACAO HOSPITAL BELIZARIO MIRANDA
2765632,HOSPITAL DE PEQUENO PORTE DE ARAGUACEMA
2765640,HOSPITAL REGIONAL DE GUARAI
2765659,HOSPITAL REGIONAL DE MIRACEMA
2765667,HOSPITAL MUNICIPAL DE COLINAS
2765675,HOSPITAL E MAT DE PEQUENO PORTE FRANCISCO O NEGRE BREJINHO
2765934,HOSPITAL DE CLINICAS DE SAO SEBASTIAO
2765942,HOSPITAL SANTA LUCINDA SOROCABA
2766167,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO RIO DAS PEDRAS
2766655,HOSPITAL DE FRANCISCO AYRES
2766663,HOSPITAL JOSE V GOMES
2766671,UMS JOSIAS CARVALHO
2766698,UNIDADE MISTA DE SAUDE DE BOCAINA
2766825,CASA DE SAUDE DR SEBASTIAO MARTINS LTDA
2766833,HOSP COLONIA DO CARPINA
2766868,UNID MISTA CICERO R ALMEIDA
2766876,HOSPITAL MEMORIAL DO CARMO
2766914,MATERNIDADE NOSSA SENHORA DO CARMO
2766922,UNID MISTA ANTONIO DOS SANTOS
2766930,UNID MISTA DE ARRAIAL
2767384,HOSPITAL MUNICIPAL ARLETE DAISY CICHETTI DE BRITO
2767678,CASA DE SAUDE DR ENIO COSTA
2767937,HOSPITAL E MATERNIDADE NOSSA SENHORA SANTANA LTDA
2767953,HOSPITAL SAO LUCAS LUCAS DO RIO VERDE
2769514,HOSPITAL MUNICIPAL CARLOS RIBEIRO DE SOUSA
2769549,HOSPITAL MUNICIPAL DE JANDAIA
2769603,HOSPITAL NOSSO SENHOR DO BONFIM SILVANIA
2769875,HOSPITAL MUNICIPAL DOUGLAS FAUSTINO MACHADO
2769883,HOSPITAL MUNICIPAL ANTONIO MIGUEL FERREIRA
2770326,HOSPITAL SAO CAMILO ARACRUZ
2770512,HOSPITAL MUNICIPAL DOM ANTONIO MONTEIRO
2771268,HOSPITAL GERAL DE BOA VISTA DO TUPIM
2771276,HPP DR JOAO CUPERTINO DA SILVA
2771292,UNIDADE MISTA HOSPITALAR MARIA DOS SANTOS ALMEIDA
2771411,HOSPITAL GERAL AGNALDO TAVARES
2771985,UMS DE OEIRAS DO PARA
2772213,HOSPITAL SAO VICENTE DE PAULO DE MALACACHETA
2772280,HOSPITAL CALIXTO MIDLEJ FILHO
2772299,HOSPITAL MUNICIPAL SANTA INES
2772310,SANTA CASA DE PIRACICABA
2772329,HOSPITAL MUNICIPAL DE LIMOEIRO DO AJURU
2772671,HOSPITAL MUNICIPAL DR VALDIR CALVACANTI MEDRADO
2772752,HOSPITAL SANTA INES
2772973,HOSP LOCAL JOSEFINA GETIRANA NETTA
2773171,HOSPITAL DO CANCER DR FLAVIO ISAIAS RODRIGUES MOGI DAS CRUZE
2773333,SANTA CASA DE GUARAREMA
2774194,HOSPITAL MUNICIPAL NOSSA SENHORA DE LOURDES
2774208,HOSPITAL MUNICIPAL DE MUNHOZ DE MELLO
2774216,HOSP MUN E REG SAGRADO CORACAO DE JESUS NOVA ESPERANCA
2774224,HOSPITAL MUNICIPAL PREFEITO IRINEU APARECIDO SAVOLDI
2774720,HOSPITAL DE AGUDOS
2775905,CASA DE SAUDE SANTA FE
2775913,SANTA CASA DE MIS SAO GONCALO DO SAPUCAI
2775921,SANTA CASA DA CAMPANHA
2775948,SANTA CASA DE ABADIA DOS DOURADOS
2775956,SANTA CASA DE ANDRADAS
2775964,HOSPITAL MUNICIPAL DE NOVA PONTE
2775972,SANTA CASA DE MISERICORDIA DE BOA ESPERANCA
2775980,SANTA CASA DE MISERICORDIA DE JACUTINGA
2775999,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PASSOS
2776006,SANTA CASA DE MISERICORDIA DE PIUMHI
2776014,SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO
2776022,SANTA CASA DE MONTE ALEGRE DE MINAS
2776030,SANTA CASA DE NEPOMUCENO
2777460,HOSPITAL SANTO AMARO
2777479,HOSPITAL SAO JOAO DA ESCOCIA
2777487,FIRMANDO PASSOS II
2777509,SANATORIO RECIFE
2777576,CLINICA SANTA TEREZINHA
2777584,CLINICA SAO LUCAS
2777592,CLISA
2777630,ENDOLUZ
2777649,HOSP REG SEN CANDIDO FERRAZ
2777665,UMS DE PARNAGUA
2777681,HOSP MUNICIPAL DE UNIAO
2777703,HOSP LOCAL DE B DOS LOPES
2777711,HOSPITAL JOAQUIM VIEIRA DE BRITO
2777746,HOSP REG CHAGAS RODRIGUES
2777754,HOSP REG DE CAMPO MAIOR
2777762,HOSP REG DEOLINDO COUTO
2777770,H R DR JOAO PACHECO CAVALCANTE
2777789,HOSP REG EUSTAQUIO PORTELA
2777797,MATERNIDADE SIGEFREDO PACHECO
2777819,POLICLINICA SANTA MARIA
2778459,UMS SENADOR DIRCEU MENDES ARCOVERDE
2778475,UMS SAO JOAO DA SERRA
2778718,HPS
2778785,CENTRO DE CONVIVENCIA SANTANA
2778831,HOSPITAL NOSSA SENHORA DA IMACULADA CONCEICAO
2778858,HOSPITAL SAO SEBASTIAO
2778866,INSTITUTO SAO JOSE
2781697,HOSPITAL MUNICIPAL DE PRES CASTELO BRANCO
2781700,HOSPITAL MUNICIPAL DE ALTONIA
2781719,HOSPITAL COMUNITARIO DR LINCOLN GRACA DE JMTAVORA
2781727,HOSPITAL E MATERNIDADE ANITA CANET
2781735,HOSPITAL VIDA E SAUDE SAO JOAO
2781743,HOSPITAL JAIME CANET
2781751,HOSPITAL JESUITAS
2781778,HOSPITAL MUNICIPAL DE SALTO DO ITARARE
2781786,HOSPITAL MUNICIPAL VEREADOR JOAO SILVIO SENE
2781794,HOSPITAL DE JUNDIAI DO SUL
2781808,HOSPITAL MUNICIPAL SAO JOSE
2781816,HOSPITAL NOSSA SENHORA DA SAUDE
2781824,HOSPITAL MUNICIPAL SAO JOSE
2781832,HOSPITAL MUNICIPAL SAO JOSE DE PAICANDU
2781859,HOSPITAL UNIVERSITARIO REGIONAL DO NORTE DO PARANA
2783789,SANTA CASA DE IRATI
2783797,SANTA CASA DE SIQUEIRA CAMPOS
2783800,SANTA CASA MISERICORDIA DE JACAREZINHO
2783819,SANTA CASA MUNICIPAL DE SAUDE
2784602,HOSPITAL AUGUSTO DE OLIVEIRA CAMARGO
2785188,UNIDADE MISTA DE SAUDE DE TABOAO DA SERRA
2785382,SANTA CASA DE PIRASSUNUNGA
2785722,HOSPITAL MUNICIPAL DE MANHUACU
2785889,FUNCIPE FUNDACAO DE CIENCIA E PESQUISA
2785900,HOSPITAL GERAL DR WALDEMAR ALCANTARA
2785927,PRONTOCARDIO PRONTO ATENDIMENTO CARDIOLOGICO
2786095,HOSPITAL REGIONAL DE DIANOPOLIS
2786109,HOSPITAL REGIONAL DE GURUPI
2786117,HOSPITAL GERAL DE PALMAS DR FRANCISCO AYRES
2786125,HOSPITAL REGIONAL DE PORTO NACIONAL
2786435,HCSVP HOSPITAL SAO VICENTE
2786680,HOSP MUN FERNANDO MAURO PIRES DA ROCHA
2789345,UMI ANA FERNANDES DE FREITAS ANA PARTEIRA GUARUJA
2789647,HOSPITAL MUNICIPAL MODESTO DE CARVALHO
2790556,HOSPITAL DE BASE DE BAURU
2790564,HOSPITAL DE REABILITACAO DE ANOMALIAS CRANIOFACIAIS BAURU
2790580,MATERNIDADE SANTA ISABEL
2790599,HOSPITAL E MATERNIDADE SAO CAMILO IGARACU TIETE
2790602,HOSPITAL ESTADUAL BAURU
2790610,HOSPITAL GERAL PREFEITO MIGUEL MARTIN GUALDA DE PROMISSAO
2790637,HOSPITAL SANTA LUZIA DUARTINA
2790653,HOSPITAL TEREZA PERLATTI JAU
2790661,HOSPITAL UNIMED DE BAURU
2790734,INSTITUTO LAURO DE SOUZA LIMA BAURU
2790998,LAR IRMA DULCE NA PROVIDENCIA DE DEUS PIRAJUI
2791668,SANTA CASA DE AREALVA
2791676,SANTA CASA DE BARIRI
2791684,SANTA CASA DE CAFELANDIA
2791692,SANTA CASA DE DOIS CORREGOS
2791706,SANTA CASA DE GETULINA
2791714,SANTA CASA DE IACANGA
2791722,SANTA CASA DE JAU
2791730,SANTA CASA DE MISERICORDIA DE BOCAINA
2791749,SANTA CASA DE PEDERNEIRAS
2791757,SANTA CASA DE PIRATININGA
2791773,CENTRO DE REFERENCIA EM MOLESTIAS INFECCIOSAS CRMI BAURU
2792141,HOSPITAL REGIONAL DE COTIA
2792168,HOSPITAL GERAL DE CARAPICUIBA
2792176,HOSPITAL GERAL DE ITAPECERICA DA SERRA
2792346,UPA PIRACICAMIRIM DR FORTUNATO LOSSO NETO PIRACICABA
2792451,HOSPITAL REGIONAL DE ARRAIAS
2792478,HOSPITAL E MATERNIDADE CRISTO REI PALMAS
2792974,HOSPITAL ANA NERY FILIAL RIO PARDO
2792990,HOSPITAL SANTO ANTONIO BRAGA
2793008,HOSPITAL TRAMANDAI
2793237,ASSOCIACAO HOSPITALAR MANOEL FRANCISCO GUERREIRO
2793636,HOSPITAL MUNICIPAL DE CONFRESA
2793903,HOSPITAL MUNICIPAL DE MARACANA
2794136,HOSPITAL GERAL DE CAMBUQUIRA
2795299,HOSPITAL SAO JOAO DO PARAISO
2795590,HOSPITAL DAS CLINICAS DE DENISE DENISE
2795604,HOSPITAL E MATERNIDADE DOIS PINHEIROS
2795639,HOSPITAL E MATERNIDADE SANTA MARIA
2795655,HOSPITAL REGIONAL DE SORRISO
2795671,HOSPITAL SANTO ANTONIO
2796112,HOSPITAL SAO FRANCISCO
2796341,HOSPITAL E MATERNIDADE SAO FRANCISCO DE ASSIS
2796368,HOSPITAL SAO JOSE
2796376,HOSPITAL SAO VICENTE DE PAULA
2796384,HOSPITAL SAO VICENTE DE PAULA
2796392,IRMANDADE DA SANTA CASA DE CARIDADE DE MACHADO
2796430,SANTA CASA DE CARIDADE DE GUARANESIA
2796449,SANTA CASA DE MISERICORDIA DE GUAXUPE
2796562,HOSPITAL DE SANTOS DUMONT
2796570,HOSPITAL MONSENHOR MARCIANO
2796589,HOSPITAL MUNICIPAL BOM JARDIM MINAS
2796597,HOSPITAL MUNICIPAL DE LIBERDADE
2796619,HOSPITAL SAO JOAO
2796767,SANTA CASA DE MISERICORDIA DE ANDRELANDIA
2796775,SANTA CASA DE MISERICORDIA DE MAR DE ESPANHA
2796783,SANTA CASA DE MISERICORDIA DE RIO NOVO
2796791,SANTA CASA MISERIOCORDIA DE RIO PRETO
2797364,HOSPITAL MUNICIPAL DR GILBERTO PEREIRA MIRANDA
2797496,HOSPITAL MUNICIPAL DR ARTHUR RAUSCH
2798239,HOSPITAL SAO JOSE ITIRAPINA
2798298,SANTA CASA DE MISERICORDIA DE SAO JOSE DO RIO PRETO
2798484,HOSPITAL REGIONAL ADAMASTOR TEIXEIRA DE OLIVEIRA
2798662,HGNI HOSPITAL GERAL DE NOVA IGUACU
2799073,HOSPITAL ESPECIALIZADO DOM RODRIGO DE MENEZES
2799103,HPP DR PEDRO AMERICO DE BRITO
2799251,HOSPITAL MUNICIPAL PROFESSOR JORGE NOVIS
2799278,HOSPITAL INACIA PINTO DOS SANTOS
2799286,HOSPITAL MATERNIDADE LUIZ ARGOLO
2799308,CRUZ VERMELHA BRASILEIRA RJ BARRA DO PIRAI
2799456,CASA DE SAUDE MUNICIPAL DE WANDERLEY
2799464,CASA DE SAUDE NOSSA SENHORA DO BOM CONSELHO
2799731,HOSPITAL ANGELO MARTINS
2799758,HOSPITAL GERAL CLERISTON ANDRADE
2799766,HOSPITAL MATERNIDADE MILTON PAMPONET RIBEIRO
2799782,HOSPITAL MUNICIPAL RIBEIRO CRUZ
2799790,HOSPITAL GERAL SANTA TEREZA
2799804,HOSPITAL MUNICIPAL DR JOSE BORBA
2799812,HOSPITAL MUNICIPAL DE CIPO
2799820,HOSPITAL NOSSA SENHORA DE LOURDES
2799839,HOSPITAL SAO FRANCISCO
2799847,HOSPITAL SANTA MARIA
2799855,HOSPITAL SUSY ZANFRETTA
2800527,HOSPITAL MUNICIPAL FREI SILVERIO
2800950,HOSPITAL DR PERCILIO ALVES DE OLIVEIRA
2801051,PRONTO SOCORRO CENTRAL DE DIADEMA
2801558,HOSPITAL MUNICIPAL ANTONIO JOAQUIM LOPES
2801566,HOSPITAL MUNICIPAL DR JOSE CARDOSO DOS APOSTOLOS
2801574,HOSPITAL MUNICIPAL DR LAURO JOAQUIM DE ARAUJO
2801582,HOSPITAL MUNICIPAL HERMENEGILDO DIAS DA SILVA
2801590,HOSPITAL MUNICIPAL JOANA CAJAIBA DE ANDRADE
2801779,HOSPITAL UNIAO COMUNITARIA DOS MEDICOS
2801906,HOSPITAL MATERNIDADE SAO VICENTE DE PAULO
2801914,HOSPITAL MUNICIPAL DE SERRINHA
2801922,HOSCA
2802015,HOSPITAL E MATERNIDADE FREI RICARDO
2802023,HOSPITAL GERAL MENANDRO DE FARIA
2802031,HOSPITAL MATER DEI
2802058,HOSPITAL MUNICIPAL DE PORTO SEGURO
2802074,HOSPITAL MUNICIPAL DR JOAO BORGES DE CERQUEIRA
2802090,HOSPITAL REGIONAL DEPUTADO LUIS EDUARDO MAGALHAES
2802104,HOSPITAL SANTO ANTONIO
2802112,HOSPITAL SAO JOSE MATERNIDADE SANTA HELENA
2802120,HOSPITAL SAO LUCAS
2802198,SOMED DAY HOSPITAL
2802252,HOSPITAL MUNICIPAL DE JAGUAQUARA
2802473,HOSPITAL E MATERNIDADE LAURA DE VICUNA
2802783,HOSPITAL GETULIO VARGAS
2804026,HOSPITAL EREMITA CARDOSO
2804034,HOSPITAL GERAL DE GUANAMBI
2804042,HOSPITAL MUNICIPAL REGIS PACHECO
2804638,HOSPITAL MATERNIDADE JOSE BERNARDO DA SILVEIRA
2806215,HOSPITAL MUNICIPAL DR JOAO ELISIO DE HOLANDA
2806339,HOSP MUNICIPAL NATERCIA JUNIOR RIOS
2806681,HOSPITAL DE PEQUENO PORTE ENFERMEIRA ANA NERI
2806738,HOSPITAL DE PEQUENO PORTE FRANCISCO AMARAL DE BRITO
2806754,HOSPITAL DE PEQUENO PORTE JOAO CANCIO FERNANDES LEITE
2807076,HOSPITAL REGIONAL DE BURITIS DR SILVANO VALERIO FIRMIANO
2807084,HOSPITAL MUNICIPAL DR JORGE ERNESTO SIMON CUELLAR
